Q6581072,female,Female,#ff3333
Q1052281,transgender female,Female,#ff3333
Q43445,female organism,Female,#ff3333
Q15145779,cisgender female,Female,#ff3333
Q1097630,intersex,Intersex,#7733ff
Q2449503,transgender male,Male,#3399ff
Q6581097,male,Male,#3399ff
Q44148,male organism,Male,#3399ff
Q15145778,cisgender male,Male,#3399ff
